source_row,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
640,Dolichocerae,E. tianmenshanense,"Hunan, Zhangjiajie",C.  Zhang Zhang209,BNU,1,65.7,35.1,1.9,5.2,4.9,65.5,60.7,34.3,4.9,13.7
641,Dolichocerae,E. tianmenshanense,"Hunan, Zhangjiajie",C.  Zhang Zhang209,BNU,1,61.4,32.3,1.9,4.4,4.7,68.3,55.5,30.5,3.7,10.7
642,Dolichocerae,E. tianmenshanense,"Hunan, Zhangjiajie",C.  Zhang Zhang209,BNU,1,57.2,29.3,2,7.9,6.5,82.3,55.3,31.7,8.1,17
643,Dolichocerae,E. tianmenshanense,"Hunan, Zhangjiajie",C.  Zhang Zhang209,BNU,1,71.1,37.5,1.9,5.3,4.1,74.6,64.6,34.8,3.8,13.5
644,Dolichocerae,E. tianmenshanense,"Hunan, Zhangjiajie",C.  Zhang Zhang209,BNU,1,55.8,27.3,2,4.8,5,68.5,49.5,23.4,4.5,14.8
645,Dolichocerae,E. tianmenshanense,"Hunan, Zhangjiajie",C.  Zhang Zhang209,BNU,1,68.3,37.7,1.8,5.5,4.7,72.7,54.6,31.8,2.5,15.1
646,Dolichocerae,E. tianmenshanense,"Hunan, Zhangjiajie",C.  Zhang Zhang209,BNU,1,61.5,30,2.1,6.4,5.2,70.7,54.4,30.3,4.3,15.2
647,Dolichocerae,E. tianmenshanense,"Hunan, Zhangjiajie",C.  Zhang Zhang209,BNU,1,66.7,34.7,1.9,6.8,4.7,82.2,61.1,31.5,4.4,17.1
648,Dolichocerae,E. tianmenshanense,"Hunan, Zhangjiajie",C.  Zhang Zhang209,BNU,1,78.4,38.2,2.1,5.6,3.8,95.4,62.6,33.9,6.8,14.9
649,Dolichocerae,E. tianmenshanense,"Hunan, Zhangjiajie",C.  Zhang Zhang209,BNU,1,66.4,34,1.9,6.2,4.8,76.2,58.6,31.8,5.3,14.4
650,Brachycerae,E. truncatum,"Hunan, Baojing",C.  Zhang Zhang308,BNU,2,77.6,49.5,1.6,0,3.3,118.3,60.9,44.1,-3.3,5
651,Brachycerae,E. truncatum,"Hunan, Baojing",C.  Zhang Zhang308,BNU,2,57.3,39.2,1.5,0.6,2.7,88.7,51.8,37.6,-1.6,3.3
652,Brachycerae,E. truncatum,"Hunan, Baojing",C.  Zhang Zhang308,BNU,2,102.8,66.3,1.6,0,1.6,147.8,88.5,61,-2.9,10.6
653,Brachycerae,E. truncatum,"Hunan, Baojing",C.  Zhang Zhang308,BNU,2,92.1,54.2,1.7,0,2.1,139.1,79.2,49.8,-5.2,6.4
654,Brachycerae,E. truncatum,"Hunan, Baojing",C.  Zhang Zhang308,BNU,2,73.3,48.7,1.5,0,1.9,105.3,59.6,43.2,-4.9,7.1
655,Brachycerae,E. truncatum,"Hunan, Baojing",C.  Zhang Zhang308,BNU,2,74.7,50.7,1.5,0,1.8,132.6,59.7,42.6,-1.5,0.8
656,Brachycerae,E. truncatum,"Hunan, Baojing",C.  Zhang Zhang308,BNU,2,82.9,53.8,1.5,0,2.6,119.3,75.5,48.6,-4.3,3.2
657,Brachycerae,E. truncatum,"Hunan, Baojing",C.  Zhang Zhang308,BNU,2,67.3,44.7,1.5,0,2,104.5,58.7,39.2,-2.2,2.7
658,Brachycerae,E. truncatum,"Hunan, Baojing",C.  Zhang Zhang308,BNU,2,75.2,54.7,1.4,0,2.8,105.3,56.9,42.1,-1.8,2.4
659,Brachycerae,E. truncatum,"Hunan, Baojing",C.  Zhang Zhang308,BNU,2,67.1,52.2,1.3,0,2.6,139.7,53.7,41.8,-2.4,2.9
660,Brachycerae,E. truncatum,"Hunan, Baojing",C.  Zhang Zhang308,BNU,2,63.5,44.9,1.4,0,2.1,92.1,55.1,43.3,-2.5,5.4
661,Brachycerae,E. truncatum,"Hunan, Baojing",C.  Zhang Zhang308,BNU,2,73.2,43.6,1.7,0,2.1,111.1,59.8,39.7,-1.7,4.3
662,Brachycerae,E. truncatum,"Hunan, Baojing",C.  Zhang Zhang308,BNU,2,67.7,44.8,1.5,0,1.9,80.1,50.7,37.3,-1.3,5.9
663,Brachycerae,E. truncatum,"Hunan, Baojing",C.  Zhang Zhang308,BNU,2,74.2,52.9,1.4,0,2.7,100.7,59.9,45.3,1.8,4.3
664,Brachycerae,E. truncatum,"Hunan, Baojing",C.  Zhang Zhang308,BNU,2,82.4,51.2,1.6,0,2.5,128.8,69.9,47.6,-4.7,3.2
665,Brachycerae,E. truncatum,"Hunan, Baojing",C.  Zhang Zhang308,BNU,2,84.4,63.7,1.3,0,2,121.4,71.2,56.1,-2.2,2.4
666,Brachycerae,E. truncatum,"Hunan, Baojing",C.  Zhang Zhang308,BNU,2,147.3,70.7,2.1,0,1.6,183,127.1,67.5,-0.8,20.5
667,Brachycerae,E. truncatum,"Hunan, Baojing",C.  Zhang Zhang308,BNU,2,118.2,57.1,2.1,0,3.6,151.4,104.1,50.3,-1.7,4
668,Brachycerae,E. truncatum,"Hunan, Baojing",C.  Zhang Zhang308,BNU,2,128.1,60.6,2.1,0,2.4,171.7,101.7,47.6,-2.8,6.4
669,Davidianae,E. wushanense,"Hubei, Shennongjia",C.  Zhang Zhang191,BNU,1,135.6,40.4,3.4,8,2.5,129,135.3,36.6,6.1,38
670,Davidianae,E. wushanense,"Hubei, Shennongjia",C.  Zhang Zhang191,BNU,1,134,35.1,3.8,5.4,2.8,128.4,128.7,33.2,1.9,26.8
671,Davidianae,E. wushanense,"Hubei, Shennongjia",C.  Zhang Zhang191,BNU,1,120.9,45,2.7,4.5,2.1,118.6,128.1,42,5.2,16.2
672,Davidianae,E. wushanense,"Hubei, Shennongjia",C.  Zhang Zhang191,BNU,1,152.5,46.4,3.3,6.5,2.4,124.4,161.1,50.7,1.7,38.3
673,Davidianae,E. wushanense,"Hubei, Shennongjia",C.  Zhang Zhang191,BNU,1,122.5,35.2,3.5,5,2.4,133.9,133.6,34,2.4,33.4
674,Davidianae,E. wushanense,"Hubei, Shennongjia",C.  Zhang Zhang191,BNU,1,122.8,34.2,3.6,6.3,2.4,127,110.1,29,2.6,25.7
675,Davidianae,E. wushanense,"Hubei, Shennongjia",C.  Zhang Zhang191,BNU,1,149.5,46.5,3.2,2.5,2.6,143.3,148.6,39.4,0,30.4
676,Davidianae,E. wushanense,"Hubei, Shennongjia",C.  Zhang Zhang191,BNU,1,121.4,43.9,2.8,7.2,1.8,104,129.5,38,7.2,26.1
677,Davidianae,E. wushanense,"Hubei, Shennongjia",C.  Zhang Zhang191,BNU,1,135.6,42.6,3.2,6.6,2.6,149.6,132.5,41.3,4.1,23.6
678,Davidianae,E. wushanense,"Hubei, Shennongjia",C.  Zhang Zhang191,BNU,1,142.7,45.2,3.2,12.1,2.5,101.4,148,38.2,7.8,42.6
679,Davidianae,E. wushanense,"Hubei, Shennongjia",C.  Zhang Zhang191,BNU,1,132.7,38.4,3.5,5.6,2.3,144.8,133.1,33.3,0.9,25.8
680,Davidianae,E. wushanense,"Hubei, Shennongjia",C.  Zhang Zhang191,BNU,1,149.9,37.6,4,5,2.2,121.9,129.6,34.5,0,23.2
681,Davidianae,E. wushanense,"Hubei, Shennongjia",C.  Zhang Zhang191,BNU,1,102.5,27.2,3.8,2.8,2.5,113.9,92,26.4,2.1,17.4
682,Davidianae,E. wushanense,"Hubei, Shennongjia",C.  Zhang Zhang191,BNU,1,142.8,37.1,3.8,7.9,2.1,126.9,138.1,40.4,5,35.9
683,Davidianae,E. wushanense,"Hubei, Shennongjia",C.  Zhang Zhang191,BNU,1,123.9,42,3,6.1,2.2,96.6,119,37.5,4.9,29.4
684,Davidianae,E. wushanense,"Hubei, Shennongjia",C.  Zhang Zhang191,BNU,1,124.9,33.9,3.7,3.6,1.8,114.2,125.4,37.7,2.3,21.4
685,Davidianae,E. xichangense,"Sichuan, Xichang",C.  Zhang Zhang302,BNU,0,66.9,42.6,1.6,14.2,4.7,80.9,50.9,39.4,14.9,23.4
686,Davidianae,E. xichangense,"Sichuan, Xichang",C.  Zhang Zhang302,BNU,0,65.7,43.6,1.5,12.7,4.8,104.5,54.6,38.7,11.7,14.4
687,Davidianae,E. xichangense,"Sichuan, Xichang",C.  Zhang Zhang302,BNU,0,58.4,34,1.7,8,4.1,123.9,46,34.3,7.7,17.5
688,Davidianae,E. xichangense,"Sichuan, Xichang",C.  Zhang Zhang302,BNU,0,72.8,44,1.7,12.6,4,122.9,62,41,14,23
689,Davidianae,E. xichangense,"Sichuan, Xichang",C.  Zhang Zhang302,BNU,0,49.5,33.7,1.5,9,4.8,103.3,39.2,34.3,5,16
690,Davidianae,E. xichangense,"Sichuan, Xichang",C.  Zhang Zhang302,BNU,0,47.6,36.7,1.3,12.2,5.2,127,46.5,36.6,9.4,19.9
691,Davidianae,E. xichangense,"Sichuan, Xichang",C.  Zhang Zhang302,BNU,0,46.2,28.9,1.6,4.7,5.8,105.1,46.1,32.7,7.8,16.8
692,Davidianae,E. xichangense,"Sichuan, Xichang",C.  Zhang Zhang302,BNU,0,70,44.7,1.6,10.2,4.6,110.8,61.3,47.3,14.4,17.5
693,Davidianae,E. xichangense,"Sichuan, Xichang",C.  Zhang Zhang302,BNU,0,51.6,33.1,1.6,8.9,4.6,76.9,40.7,28.4,5.8,15
694,Davidianae,E. xichangense,"Sichuan, Xichang",C.  Zhang Zhang302,BNU,0,51.6,34.4,1.5,8.9,4.4,67.6,41,32.7,9.4,14.1
695,Davidianae,E. xichangense,"Sichuan, Xichang",C.  Zhang Zhang302,BNU,0,42.1,24.9,1.7,5.3,5.3,51.8,36.6,21.8,5.1,13.2
696,Davidianae,E. xichangense,"Sichuan, Xichang",C.  Zhang Zhang302,BNU,0,40.4,27,1.5,5,3.3,99,44.8,28.3,11.5,12.8
697,Davidianae,E. xichangense,"Sichuan, Xichang",C.  Zhang Zhang302,BNU,0,51.2,33.4,1.5,6.5,4.9,112,48.8,32.6,13.2,18.5
698,Davidianae,E. xichangense,"Sichuan, Xichang",C.  Zhang Zhang302,BNU,0,52.5,33.5,1.6,4.9,4.4,116.5,44.7,31.4,4.1,11.5
699,Davidianae,E. xichangense,"Sichuan, Xichang",C.  Zhang Zhang302,BNU,0,67.4,40.1,1.7,9.1,5.5,147,37.9,24.1,4,9.5
700,Davidianae,E. xichangense,"Sichuan, Xichang",C.  Zhang Zhang302,BNU,0,37.8,25.1,1.5,4.6,3.8,134.7,34.9,28.3,5.1,11.7
701,Davidianae,E. xichangense,"Sichuan, Xichang",C.  Zhang Zhang302,BNU,0,57.4,33.2,1.7,9.2,2.9,160.8,47.6,28.6,8,13.5
702,Davidianae,E. xichangense,"Sichuan, Xichang",C.  Zhang Zhang302,BNU,0,85.9,33.5,2.6,4.2,4.3,136.3,78.2,35.6,8.2,15.6
703,Davidianae,E. xichangense,"Sichuan, Xichang",C.  Zhang Zhang302,BNU,0,60.7,31.3,1.9,5.9,3.3,99,45.5,26.9,3.1,16.3
704,Davidianae,E. xichangense,"Sichuan, Xichang",C.  Zhang Zhang302,BNU,0,62.2,32.9,1.9,6.1,3.3,167.4,53,33,8.5,19.3
705,Dolichocerae,E. yinjiangense,"Guizhou, Yinjiang",C.  Zhang Zhang297,BNU,1,101.2,38.4,2.6,4.8,6.4,89.8,90.9,38.5,6.3,27.1
706,Dolichocerae,E. yinjiangense,"Guizhou, Yinjiang",C.  Zhang Zhang297,BNU,1,95.3,35.3,2.7,3.4,5.6,83.8,83.6,30.4,4.1,23.9
707,Dolichocerae,E. yinjiangense,"Guizhou, Yinjiang",C.  Zhang Zhang297,BNU,1,81.6,29.5,2.8,4.3,4.3,83.2,68.9,25.6,2.8,10.8
708,Dolichocerae,E. yinjiangense,"Guizhou, Yinjiang",C.  Zhang Zhang297,BNU,1,104.8,39.6,2.6,6.4,4.4,85.4,93.7,38.7,8,21.2
709,Dolichocerae,E. yinjiangense,"Guizhou, Yinjiang",C.  Zhang Zhang297,BNU,1,110.5,42.3,2.6,6.9,6.8,96.1,94.6,46.1,3.5,20.7
710,Dolichocerae,E. yinjiangense,"Guizhou, Yinjiang",C.  Zhang Zhang297,BNU,1,102.8,38,2.7,6,3.5,98.4,91.3,36.6,8.1,17.4
711,Dolichocerae,E. yinjiangense,"Guizhou, Yinjiang",C.  Zhang Zhang297,BNU,1,86.8,33.1,2.6,4.3,4,96.1,79.6,31.9,4.7,12.1
712,Dolichocerae,E. yinjiangense,"Guizhou, Yinjiang",C.  Zhang Zhang297,BNU,1,111.8,48.8,2.3,4.6,4.7,118.1,114.9,50.9,4.6,37.8
713,Dolichocerae,E. yinjiangense,"Guizhou, Yinjiang",C.  Zhang Zhang297,BNU,1,104.2,43.3,2.4,3.8,4.4,120.1,102.9,49.6,6.7,25.5
714,Dolichocerae,E. yinjiangense,"Guizhou, Yinjiang",C.  Zhang Zhang297,BNU,1,115,45.9,2.5,4.4,4.8,115.2,112.1,51,4.4,34.4
715,Dolichocerae,E. yinjiangense,"Guizhou, Yinjiang",C.  Zhang Zhang297,BNU,1,106.6,40.4,2.6,4.3,5,115.2,93.9,40.7,2.5,24.9
716,Dolichocerae,E. yinjiangense,"Guizhou, Yinjiang",C.  Zhang Zhang297,BNU,1,99,46.2,2.1,5.5,5.9,83.4,93.2,41.1,6.5,21.7
717,Dolichocerae,E. yinjiangense,"Guizhou, Yinjiang",C.  Zhang Zhang297,BNU,1,86.9,40.1,2.2,3.9,5.3,83.2,82.4,36.8,2.4,15.7
718,Dolichocerae,E. zhushanense,"Hubei, Zhushan",C.  Zhang Zhang199,BNU,2,136,58.5,2.3,10.4,2.7,93.9,132,54.1,10.2,45.9
719,Dolichocerae,E. zhushanense,"Hubei, Zhushan",C.  Zhang Zhang199,BNU,2,107.8,36.5,3,11.3,3.6,84.4,94.5,38.3,11.9,21.6
720,Dolichocerae,E. zhushanense,"Hubei, Zhushan",C.  Zhang Zhang199,BNU,2,139.8,65,2.2,15,4.1,115,120.9,56.7,10.6,41.9
721,Dolichocerae,E. zhushanense,"Hubei, Zhushan",C.  Zhang Zhang199,BNU,2,94.7,39.2,2.4,5.5,4.3,106.2,88.6,38.8,4.3,23.7
722,Dolichocerae,E. zhushanense,"Hubei, Zhushan",C.  Zhang Zhang199,BNU,2,90.3,46.5,1.9,8.5,4.2,99.8,90.2,41.8,7.1,18.9
723,Dolichocerae,E. zhushanense,"Hubei, Zhushan",C.  Zhang Zhang199,BNU,2,111.5,52.7,2.1,8.2,3.3,117.5,113.5,50.2,9.8,21.8
724,Dolichocerae,E. zhushanense,"Hubei, Zhushan",C.  Zhang Zhang199,BNU,2,113.3,43.9,2.6,11.9,4.3,102.6,113.8,44,10.3,33.9
725,Dolichocerae,E. zhushanense,"Hubei, Zhushan",C.  Zhang Zhang199,BNU,2,97.3,32.7,3,5.8,5,68.7,87.7,33.3,2.9,20.5
726,Dolichocerae,E. zhushanense,"Hubei, Zhushan",C.  Zhang Zhang199,BNU,2,112.9,43.3,2.6,9.8,3.6,88,105,41.1,10.3,26.7
727,Dolichocerae,E. zhushanense,"Hubei, Zhushan",C.  Zhang Zhang199,BNU,2,127.2,41.8,3,9.8,3.3,114.7,105.9,38.5,10.2,29.2
728,Dolichocerae,E. zhushanense,"Hubei, Zhushan",C.  Zhang Zhang199,BNU,2,160.7,61.5,2.6,23.8,3.4,129.4,156.8,57,12.8,38.2
729,Dolichocerae,E. zhushanense,"Hubei, Zhushan",C.  Zhang Zhang199,BNU,2,143.9,45.6,3.2,4.8,3.1,123.7,119.9,39.8,4.4,26.9
730,Dolichocerae,E. zhushanense,"Hubei, Zhushan",C.  Zhang Zhang199,BNU,2,105.7,35,3,9.3,4.9,88.9,97.8,37.5,8.4,26.2
731,Dolichocerae,E. zhushanense,"Hubei, Zhushan",C.  Zhang Zhang199,BNU,2,111.6,45.4,2.5,11.9,3.5,129.2,103,46.8,14.3,28.1
732,Dolichocerae,E. zhushanense,"Hubei, Zhushan",C.  Zhang Zhang199,BNU,2,117.3,49,2.4,8.8,3.8,99.9,109.4,44.3,4.6,25.3
733,Dolichocerae,E. zhushanense,"Hubei, Zhushan",C.  Zhang Zhang199,BNU,2,137.8,58,2.4,11.1,4.5,102.8,116.9,43,4.3,23.9
734,Dolichocerae,E. zhushanense,"Hubei, Zhushan",C.  Zhang Zhang199,BNU,2,94.2,35.5,2.7,10.6,4.3,89.3,76,32.3,9.1,19.3
735,Dolichocerae,E. zhushanense,"Hubei, Zhushan",C.  Zhang Zhang199,BNU,2,92.5,28.7,3.2,6.6,2.8,77.9,91.8,32.4,5.9,18.8
736,Dolichocerae,E. zhushanense,"Hubei, Zhushan",C.  Zhang Zhang199,BNU,2,84.9,31.1,2.7,10.1,3,83.7,91,35.1,9.7,16.5
737,Dolichocerae,E. zhushanense,"Hubei, Zhushan",C.  Zhang Zhang199,BNU,2,99,42.6,2.3,8.6,2.7,101.5,89.9,41.2,6.2,22.9
738,Dolichocerae,E. zhushanense,"Hubei, Zhushan",C.  Zhang Zhang199,BNU,2,113.1,42.9,2.6,8.1,3.6,108.8,104,40.9,7.5,33.4
739,Dolichocerae,E. zhushanense,"Hubei, Zhushan",C.  Zhang Zhang199,BNU,2,103.1,39.8,2.6,9.2,3.5,94.8,99,37.5,7.7,22.9
